Case ID,"Overall, how often do you use the internet?",Use social media-Do you do any of the following online or on your cellphone?,More connected to information about what's going on in your friends' lives?-Does social media make you feel,Worse about your own life because of what you see from other friends on social media?-Does social media make you feel,Better connected to your friends' feelings?-Does social media make you feel,Pressure to post content that will be popular and get lots of comments or likes-Does social media make you feel,Pressure to only post content that makes you look good to others?-Does social media make you feel,People posting about things you werent invited to?- Do you ever experience on social media,People stirring up drama?-Do you ever experience on social media,People posting things about you that you cant change or control?-Do you ever experience on social media,People supporting you through challenges or tough times?-Do you ever experience on social media,People get to show different sides of themselves on social media that they cant show offline,People are less authentic and real on social media than they are offline?,People share too much information about themselves on social media?,Was there anyone in the room who watched or helped you take the survey?,Teen's race/ethnicity,Teen's age,Teen's gender,Do you consider yourself to be transgender?,Household Size,Housing Type,Marital Status,Metro status,Region of country,Own or rent,State,Parent's employment status,Household internet access,household income
2062,Almost constantly,Yes,"Yes, a little",No,"Yes, a little","Yes, a little",No,"Yes, occasionally","Yes, occasionally",No,No,Agree,Agree,Agree,No,Hispanic,15,Female,"No, not transgender",5,A one-family house detached from any other house,Living with partner,Metro,Midwest,Rented for cash,MI,Not working - disabled,Yes,"under $30,000"
2063,Several times a day,Yes,No,No,No,No,No,No,No,No,"Yes, occasionally",Strongly agree,Strongly agree,Strongly agree,No,Hispanic,16,Female,"No, not transgender",3,A one-family house detached from any other house,Widowed,Metro,West,Owned or being bought by you or someone in your household,CA,Working - as a paid employee,Yes,"under $30,000"
2065,Almost constantly,Yes,No,No,"Yes, a little","Yes, a little",No,"Yes, frequently","Yes, frequently","Yes, occasionally","Yes, occasionally",Agree,Strongly agree,Strongly agree,No,"2+ Races, Non-Hispanic",16,Male,"No, not transgender",4,A one-family house detached from any other house,Married,Metro,South,Rented for cash,NC,Working - as a paid employee,Yes,"50,000-$74,999"
2066,Several times a day,Yes,No,No,"Yes, a little","Yes, a little","Yes, a little",No,No,No,"Yes, occasionally",Disagree,Agree,Agree,No,"Black, Non-Hispanic",13,Male,"Yes, male to female",3,A one-family house detached from any other house,Married,Metro,South,Owned or being bought by you or someone in your household,TX,Working - as a paid employee,Yes,"$75,000-$124,999"
2067,Several times a day,Yes,No,No,No,No,No,No,No,No,No,Agree,Agree,Agree,No,"White, Non-Hispanic",16,Female,"No, not transgender",3,A one-family house detached from any other house,Divorced,Non-Metro,Midwest,Owned or being bought by you or someone in your household,WI,Working - as a paid employee,Yes,"$30-49,999"
2072,Several times a day,Yes,"Yes, a little",No,No,No,No,"Yes, frequently","Yes, frequently","Yes, frequently",No,Strongly agree,Strongly agree,Strongly agree,No,"Other, Non-Hispanic",16,Female,"No, not transgender",3,A one-family house detached from any other house,Married,Metro,South,Owned or being bought by you or someone in your household,AL,Working - as a paid employee,Yes,"$75,000-$124,999"
2074,Almost constantly,Yes,"Yes, a lot",No,"Yes, a lot",No,"Yes, a lot","Yes, frequently","Yes, occasionally",No,"Yes, frequently",Strongly agree,Agree,Strongly agree,No,"Black, Non-Hispanic",14,Male,"No, not transgender",6,A one-family house attached to one or more houses,Divorced,Metro,Midwest,Rented for cash,MI,Working - as a paid employee,Yes,"50,000-$74,999"
2079,Almost constantly,Yes,"Yes, a little",No,"Yes, a little",No,No,"Yes, occasionally",No,No,"Yes, frequently",Agree,Agree,Agree,No,"Black, Non-Hispanic",14,Female,"No, not transgender",3,A one-family house detached from any other house,Married,Metro,South,Owned or being bought by you or someone in your household,FL,Working - as a paid employee,Yes,"$30-49,999"
2080,Almost constantly,No,Do not use social media,Do not use social media,Do not use social media,Do not use social media,Do not use social media,Do not use social media,Do not use social media,Do not use social media,Do not use social media,Do not use social media,Do not use social media,Do not use social media,No,"Black, Non-Hispanic",15,Female,"No, not transgender",3,A one-family house detached from any other house,Divorced,Metro,Midwest,Owned or being bought by you or someone in your household,MI,Working - as a paid employee,Yes,"50,000-$74,999"
2083,Several times a day,Yes,"Yes, a little","Yes, a little","Yes, a little","Yes, a lot","Yes, a lot",No,"Yes, frequently",No,"Yes, occasionally",Strongly agree,Strongly disagree,Strongly disagree,No,"Black, Non-Hispanic",13,Female,"No, not transgender",3,A building with 2 or more apartments,Never married,Metro,South,Rented for cash,VA,Working - as a paid employee,Yes,"$30-49,999"
2084,Almost constantly,Yes,"Yes, a lot",No,"Yes, a lot",No,No,No,"Yes, occasionally",No,"Yes, occasionally",Agree,Agree,Strongly agree,No,"2+ Races, Non-Hispanic",13,Female,"No, not transgender",4,A one-family house detached from any other house,Married,Metro,West,Owned or being bought by you or someone in your household,CA,Working - as a paid employee,Yes,"$125,000+"
2085,About once a day,Yes,No,No,No,No,No,"Yes, occasionally","Yes, occasionally","Yes, occasionally","Yes, occasionally",Agree,Agree,Agree,No,"Black, Non-Hispanic",15,Female,"No, not transgender",4,A one-family house detached from any other house,Married,Metro,South,Owned or being bought by you or someone in your household,GA,Working - as a paid employee,Yes,"50,000-$74,999"
2086,Refused,No,Do not use social media,Do not use social media,Do not use social media,Do not use social media,Do not use social media,Do not use social media,Do not use social media,Do not use social media,Do not use social media,Do not use social media,Do not use social media,Do not use social media,No,"Black, Non-Hispanic",13,Male,"No, not transgender",4,A one-family house detached from any other house,Divorced,Metro,West,Owned or being bought by you or someone in your household,CA,Working - self-employed,Yes,"$30-49,999"
2089,Several times a week,No,Do not use social media,Do not use social media,Do not use social media,Do not use social media,Do not use social media,Do not use social media,Do not use social media,Do not use social media,Do not use social media,Do not use social media,Do not use social media,Do not use social media,No,"Black, Non-Hispanic",13,Male,"No, not transgender",3,A one-family house detached from any other house,Divorced,Metro,Midwest,Owned or being bought by you or someone in your household,MI,Working - as a paid employee,Yes,"$30-49,999"
2090,Several times a week,Yes,"Yes, a little",No,"Yes, a little",No,No,No,"Yes, occasionally","Yes, occasionally","Yes, occasionally",Agree,Agree,Strongly agree,No,"Black, Non-Hispanic",15,Female,"No, not transgender",2,A building with 2 or more apartments,Never married,Metro,South,Rented for cash,FL,Working - as a paid employee,Yes,"under $30,000"
2094,Several times a day,Yes,"Yes, a little",No,"Yes, a little",No,No,No,"Yes, occasionally",No,No,Agree,Strongly agree,Strongly agree,No,"Other, Non-Hispanic",13,Male,"No, not transgender",4,A one-family house detached from any other house,Divorced,Metro,Midwest,Owned or being bought by you or someone in your household,IN,Working - as a paid employee,Yes,"$30-49,999"
2095,Almost constantly,Yes,"Yes, a little",No,"Yes, a little","Yes, a little","Yes, a lot","Yes, occasionally","Yes, occasionally",No,"Yes, occasionally",Agree,Disagree,Agree,No,"Black, Non-Hispanic",14,Female,"No, not transgender",2,A building with 2 or more apartments,Never married,Non-Metro,South,Owned or being bought by you or someone in your household,TN,Not working - disabled,No,"under $30,000"
2097,Several times a day,Yes,"Yes, a little",No,"Yes, a little",No,No,"Yes, occasionally","Yes, occasionally","Yes, occasionally","Yes, occasionally",Agree,Agree,Agree,No,"Black, Non-Hispanic",17,Male,"No, not transgender",3,A building with 2 or more apartments,Never married,Metro,West,Rented for cash,CA,Working - as a paid employee,Yes,"under $30,000"
2098,Several times a day,Yes,"Yes, a lot","Yes, a little","Yes, a lot","Yes, a lot","Yes, a lot",No,"Yes, frequently","Yes, occasionally","Yes, occasionally",Strongly agree,Agree,Agree,No,"Black, Non-Hispanic",16,Female,"No, not transgender",4,A building with 2 or more apartments,Married,Metro,South,Owned or being bought by you or someone in your household,GA,Working - self-employed,Yes,"$30-49,999"
2100,Several times a week,No,Do not use social media,Do not use social media,Do not use social media,Do not use social media,Do not use social media,Do not use social media,Do not use social media,Do not use social media,Do not use social media,Do not use social media,Do not use social media,Do not use social media,No,Hispanic,13,Male,"No, not transgender",3,A one-family house detached from any other house,Married,Metro,West,Owned or being bought by you or someone in your household,CA,Working - as a paid employee,Yes,"50,000-$74,999"
2102,Several times a day,Yes,"Yes, a little","Yes, a little","Yes, a little","Yes, a little",No,"Yes, frequently","Yes, occasionally","Yes, occasionally",No,Agree,Strongly agree,Strongly agree,No,"Black, Non-Hispanic",17,Male,"No, not transgender",5,A one-family house detached from any other house,Married,Metro,South,Owned or being bought by you or someone in your household,NC,Not working - disabled,Yes,"under $30,000"
2103,Almost constantly,Yes,No,No,No,No,No,No,No,No,No,Agree,Agree,Agree,No,"Black, Non-Hispanic",17,Male,"No, not transgender",3,A one-family house detached from any other house,Married,Metro,South,Owned or being bought by you or someone in your household,LA,Working - self-employed,Yes,"$75,000-$124,999"
2104,Several times a day,Yes,"Yes, a lot",No,"Yes, a little",No,No,No,No,No,No,Agree,Agree,Agree,No,"Black, Non-Hispanic",14,Male,"No, not transgender",3,A building with 2 or more apartments,Never married,Metro,South,Rented for cash,LA,Working - as a paid employee,Yes,"$30-49,999"
2105,About once a day,No,Do not use social media,Do not use social media,Do not use social media,Do not use social media,Do not use social media,Do not use social media,Do not use social media,Do not use social media,Do not use social media,Do not use social media,Do not use social media,Do not use social media,No,"Black, Non-Hispanic",13,Female,"No, not transgender",4,A one-family house detached from any other house,Never married,Metro,South,Owned or being bought by you or someone in your household,NC,Working - as a paid employee,Yes,"$125,000+"
2112,Several times a day,Yes,"Yes, a little",No,No,No,No,No,No,No,"Yes, occasionally",Strongly agree,Agree,Strongly agree,No,"Black, Non-Hispanic",15,Male,"No, not transgender",3,A one-family house detached from any other house,Separated,Metro,South,Rented for cash,AL,Not working - looking for work,Yes,"under $30,000"
2113,Almost constantly,Yes,"Yes, a little",No,"Yes, a little",No,"Yes, a little","Yes, occasionally","Yes, occasionally","Yes, occasionally",No,Disagree,Disagree,Disagree,No,"Black, Non-Hispanic",16,Male,"No, not transgender",6,A one-family house detached from any other house,Married,Metro,South,Owned or being bought by you or someone in your household,FL,Working - as a paid employee,Yes,"$125,000+"
2115,Several times a day,Yes,No,No,No,No,No,No,No,No,No,Strongly agree,Strongly agree,Strongly agree,No,"Black, Non-Hispanic",16,Female,"No, not transgender",2,A one-family house detached from any other house,Never married,Non-Metro,South,Owned or being bought by you or someone in your household,MS,Working - as a paid employee,Yes,"under $30,000"
2116,About once a day,Yes,"Yes, a little","Yes, a little",No,"Yes, a little","Yes, a little",No,No,No,No,Disagree,Disagree,Disagree,No,"Black, Non-Hispanic",15,Male,"No, not transgender",3,A one-family house detached from any other house,Divorced,Metro,South,Owned or being bought by you or someone in your household,AR,Working - as a paid employee,Yes,"$30-49,999"
2117,Several times a week,Yes,No,No,No,No,No,No,No,No,No,Strongly agree,Strongly agree,Strongly agree,No,"Black, Non-Hispanic",13,Male,"No, not transgender",3,A one-family house detached from any other house,Divorced,Metro,Northeast,Owned or being bought by you or someone in your household,CT,Working - self-employed,Yes,"under $30,000"
2120,About once a day,No,Do not use social media,Do not use social media,Do not use social media,Do not use social media,Do not use social media,Do not use social media,Do not use social media,Do not use social media,Do not use social media,Do not use social media,Do not use social media,Do not use social media,No,"Black, Non-Hispanic",13,Male,"No, not transgender",10,A one-family house detached from any other house,Married,Metro,Midwest,Occupied without payment of cash rent,WI,Not working - looking for work,Yes,"under $30,000"
2122,Several times a day,Yes,No,No,No,No,No,No,"Yes, occasionally","Yes, occasionally","Yes, occasionally",Agree,Disagree,Strongly agree,No,"Black, Non-Hispanic",16,Male,"No, not transgender",4,A one-family house detached from any other house,Married,Metro,Midwest,Owned or being bought by you or someone in your household,OH,Working - as a paid employee,Yes,"$30-49,999"
2125,Almost constantly,Yes,"Yes, a little","Yes, a little",No,No,No,No,"Yes, frequently","Yes, occasionally",No,Agree,Agree,Strongly agree,No,"Black, Non-Hispanic",14,Female,"No, not transgender",4,A one-family house detached from any other house,Never married,Metro,West,Rented for cash,CA,Working - as a paid employee,Yes,"$75,000-$124,999"
2126,Almost constantly,Yes,"Yes, a lot",No,"Yes, a little",No,No,"Yes, occasionally","Yes, occasionally",No,"Yes, frequently",Strongly agree,Strongly agree,Strongly agree,No,"Black, Non-Hispanic",13,Male,"No, not transgender",2,A one-family house detached from any other house,Never married,Metro,South,Owned or being bought by you or someone in your household,GA,Working - as a paid employee,Yes,"50,000-$74,999"
